[2025-02-10T17:26:55.615+0400][0.001s][info][gc] Using G1
[2025-02-10T17:26:55.615+0400][0.002s][debug][gc] ConcGCThreads: 2 offset 12
[2025-02-10T17:26:55.615+0400][0.002s][debug][gc] ParallelGCThreads: 6
[2025-02-10T17:26:55.615+0400][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-02-10T17:28:06.089+0400][70,475s][info ][gc] GC(89) Pause Young (Normal) (G1 Evacuation Pause) 770M->6M(1280M) 3,261ms
[2025-02-10T17:28:06.913+0400][71,300s][info ][gc] GC(90) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,218ms
[2025-02-10T17:28:07.740+0400][72,127s][info ][gc] GC(91) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,877ms
[2025-02-10T17:28:08.574+0400][72,961s][info ][gc] GC(92) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,096ms
[2025-02-10T17:28:09.407+0400][73,794s][info ][gc] GC(93) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,272ms
[2025-02-10T17:28:10.240+0400][74,627s][info ][gc] GC(94) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,754ms
[2025-02-10T17:28:11.063+0400][75,450s][info ][gc] GC(95) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,685ms
[2025-02-10T17:28:11.888+0400][76,275s][info ][gc] GC(96) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 3,042ms
[2025-02-10T17:28:12.713+0400][77,100s][info ][gc] GC(97) Pause Young (Normal) (G1 Evacuation Pause) 770M->6M(1280M) 3,223ms
[2025-02-10T17:28:13.538+0400][77,925s][info ][gc] GC(98) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,398ms
[2025-02-10T17:28:14.363+0400][78,749s][info ][gc] GC(99) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,864ms
[2025-02-10T17:28:15.189+0400][79,576s][info ][gc] GC(100) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 1,947ms
[2025-02-10T17:28:16.017+0400][80,404s][info ][gc] GC(101) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,002ms
[2025-02-10T17:28:16.847+0400][81,233s][info ][gc] GC(102) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,676ms
[2025-02-10T17:28:17.672+0400][82,059s][info ][gc] GC(103) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,708ms
[2025-02-10T17:28:18.496+0400][82,883s][info ][gc] GC(104) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 3,206ms
[2025-02-10T17:28:19.325+0400][83,712s][info ][gc] GC(105) Pause Young (Normal) (G1 Evacuation Pause) 770M->6M(1280M) 2,950ms
[2025-02-10T17:28:20.148+0400][84,535s][info ][gc] GC(106) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,422ms
[2025-02-10T17:28:20.975+0400][85,362s][info ][gc] GC(107) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,592ms
[2025-02-10T17:28:21.803+0400][86,190s][info ][gc] GC(108) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 1,991ms
[2025-02-10T17:28:22.630+0400][87,016s][info ][gc] GC(109) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,358ms
[2025-02-10T17:28:23.455+0400][87,842s][info ][gc] GC(110) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,793ms
[2025-02-10T17:28:24.281+0400][88,668s][info ][gc] GC(111) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 3,021ms
[2025-02-10T17:28:25.107+0400][89,494s][info ][gc] GC(112) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 3,270ms
[2025-02-10T17:28:25.930+0400][90,317s][info ][gc] GC(113) Pause Young (Normal) (G1 Evacuation Pause) 770M->6M(1280M) 2,853ms
[2025-02-10T17:28:26.752+0400][91,138s][info ][gc] GC(114) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,552ms
[2025-02-10T17:28:27.580+0400][91,967s][info ][gc] GC(115) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,871ms
[2025-02-10T17:28:28.410+0400][92,797s][info ][gc] GC(116) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,044ms
[2025-02-10T17:28:29.234+0400][93,621s][info ][gc] GC(117) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,247ms
[2025-02-10T17:28:30.059+0400][94,445s][info ][gc] GC(118) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,708ms
[2025-02-10T17:28:30.881+0400][95,268s][info ][gc] GC(119) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,844ms
[2025-02-10T17:28:31.706+0400][96,092s][info ][gc] GC(120) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,884ms
[2025-02-10T17:28:32.530+0400][96,917s][info ][gc] GC(121) Pause Young (Normal) (G1 Evacuation Pause) 770M->6M(1280M) 3,199ms
[2025-02-10T17:28:33.355+0400][97,742s][info ][gc] GC(122) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,442ms
[2025-02-10T17:28:34.182+0400][98,569s][info ][gc] GC(123) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,975ms
[2025-02-10T17:28:35.008+0400][99,395s][info ][gc] GC(124) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,073ms
[2025-02-10T17:28:35.834+0400][100,221s][info ][gc] GC(125) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,550ms
[2025-02-10T17:28:36.659+0400][101,046s][info ][gc] GC(126) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,500ms
[2025-02-10T17:28:37.482+0400][101,869s][info ][gc] GC(127) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,794ms
[2025-02-10T17:28:38.308+0400][102,695s][info ][gc] GC(128) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 3,135ms
[2025-02-10T17:28:39.129+0400][103,516s][info ][gc] GC(129) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,376ms
[2025-02-10T17:28:39.954+0400][104,341s][info ][gc] GC(130) Pause Young (Normal) (G1 Evacuation Pause) 770M->3M(1280M) 1,753ms
[2025-02-10T17:28:40.783+0400][105,170s][info ][gc] GC(131) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,057ms
[2025-02-10T17:28:41.613+0400][106,000s][info ][gc] GC(132) Pause Young (Normal) (G1 Evacuation Pause) 770M->4M(1280M) 2,438ms
[2025-02-10T17:28:42.448+0400][106,835s][info ][gc] GC(133) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,657ms
[2025-02-10T17:28:43.272+0400][107,659s][info ][gc] GC(134) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 2,614ms
[2025-02-10T17:28:44.100+0400][108,486s][info ][gc] GC(135) Pause Young (Normal) (G1 Evacuation Pause) 770M->5M(1280M) 3,329ms
